Kod;Produktgrupp;Artikelnr;RSK-nr;Benämning;Rabatt;Rabatt2;NtoPris;ArtRabatt
V;413912;;;Kalklösare Aqua Trebema;40,44;;;;
V;413928;;;Nivålarm Ema;24,55;;;;
V;413990;;;Solar Plus Eget avlopp;60,00;;;;
V;413992;;;Solar Plus eget avlopp Tbh;60,00;;;;
V;413994;;;Solar Netto;50,00;;;;
V;413995;;;Solar Plus;60,00;;;;
V;413997;;;Anskaffningsmateriel AVC;30,00;;;;
V;414100;;;Cirk.Pump  Grundfos I;28,57;;;;
V;414102;;;Cirk.Pump  Grundfos II;25,51;;;;
V;414104;;;Tbh Cirkpumpar Grundfos;28,07;;;;
V;414106;;;Centrifugalpumpar Grundfos;31,74;;;;
V;414108;;;Hushållspump Sololift Grundfos;32,67;;;;
V;414110;;;Djupbrunnspumpar Grundfos;33,67;;;;
V;414112;;;Bevattningspumpar Grundfos;32,18;;;;
V;414200;;;Cirkulationsp. Stratos P./Yonos P. Wilo;32,52;;;;
V;414202;;;Cirkulationspump Wilo I;33,53;;;;
V;414204;;;Cirkulationspump Wilo II;34,92;;;;
V;414208;;;Tbh cirk.pump Wilo;30,33;;;;
V;414210;;;PumpTbh Wilo;42,62;;;;
V;414212;;;Centrifugalpumpar Wilo;37,54;;;;
V;414214;;;Djupbrunnspumpar Wilo;29,12;;;;
V;414216;;;Bevattningspump Wilo;39,17;;;;
V;414218;;;Dräneringspump Wilo;39,81;;;;
V;414302;;;Tbh Cirk.Pump Beulco;32,59;;;;
V;414304;;;PumpTbh Beulco;36,26;;;;
V;414308;;;Bevattningspumpar Beulco;33,72;;;;
V;414310;;;Reservdelar pumpar Beulco;29,97;;;;
V;414400;;;Wc-och Hushållspump Saniflo;35,48;;;;
V;414510;;;Pumptillbehör Debe;32,76;;;;
V;414800;;;Tryckströmbrytare Danfoss;31,13;;;;
V;414992;;;Solar Plus;60,00;;;;
V;414994;;;Solar Netto;50,00;;;;
V;414995;;;Solar Plus;60,00;;;;
V;414997;;;Anskaffningsmateriel AVC;30,00;;;;
V;415100;;;Värmepumpar Nibe;23,66;;;;
V;415101;;;Värmepumpar L/V Nibe;23,66;;;;
V;415102;;;Värmepump Fastighet Nibe;26,88;;;;
V;415104;;;Villapannor El Nibe;23,66;;;;
V;415106;;;Villpannor Nibe;17,35;;;;
V;415108;;;Tbh Värmepannor NIBE;44,70;;;;
V;415112;;;Tbh Nibe;37,63;;;;
V;415200;;;Värmepumpar CTC Enertech;24,19;;;;
V;415201;;;Värmepumpar L/V CTC Enertech;24,19;;;;
V;415202;;;Tbh Värmepumpar CTC Enertech;24,19;;;;
V;415206;;;Reservdelar CTC/Bentone Enertech;30,40;;;;
V;415208;;;Tbh CTC Enertech;23,47;;;;
V;415214;;;Oljemunstycke Danfoss Enertech;48,46;;;;
V;415218;;;OljebrännarTbh Bentone Enertech;43,82;;;;
V;415400;;;Värmepump L/V Vaillant;23,66;;;;
V;415402;;;värmepump Bergvärme Vaillant;23,66;;;;
V;415404;;;Tillbehör Vaillant;23,66;;;;
V;415500;;;Villapannor VB;13,27;;;;
V;415502;;;Tbh Villapannor VB;17,48;;;;
V;415504;;;Elpatroner m. Tbh VB;40,76;;;;
V;415506;;;Pelletsbrännare m Tbh  VB;22,45;;;;
V;415508;;;Reservdelar Viking Bio VB;26,72;;;;
V;415510;;;Elkassetter VB;14,29;;;;
V;415514;;;Tbh Solfångare VB;22,45;;;;
V;415805;;;Luft / Luft Bom KB;32,26;;;;
V;415809;;;Tillbehör KB;25,27;;;;
V;415910;;;Villpannor Metro;13,27;;;;
V;415912;;;Pelletsbrännare mTbh Iwabo Metro;20,28;;;;
V;415914;;;Reservdelar Pelletsbr. Iwabo Metro;22,03;;;;
V;415920;;;OljeeldningsTbh Tigerholm;23,47;;;;
V;415924;;;PannorTbh Afriso Ema;45,06;;;;
V;415926;;;OljeeldningsTbh Mano-Therm;46,35;;;;
V;415930;;;Vattenbehandling Cimberio A/S;28,57;;;;
V;415932;;;Tbh Pannor Esbe;49,22;;;;
V;415936;;;Oljekopplingar Härenviks;52,08;;;;
V;415952;;;Panasonic luft/ luft (A2A) Flagship;39,78;;;;
V;415955;;;Luft/luft I Panasonic;36,02;;;;
V;415957;;;Luft/luft II Panasonic;32,26;;;;
V;415959;;;luft/vatten Panasonic;31,62;;;;
V;415964;;;Panasonic TBH;35,48;;;;
V;415970;;;Tillbehör värmepumpar Entrade;50,00;;;;
V;415975;;;Haier Värmepumpar;35,48;;;;
V;415980;;;Värmepump Thermonova;27,96;;;;
V;415990;;;Solar Plus Värmepump o Kyla;60,00;;;;
V;415994;;;Solar Netto;50,00;;;;
V;415995;;;Solar Plus;60,00;;;;
V;415997;;;Anskaffningsmateriel AVC;30,00;;;;
V;416100;;;TP-Radiatorer Nya Rettig I;56,12;;;;
V;416102;;;TP-Radiatorer Nya Rettig II;47,96;;;;
V;416104;;;TP-rad.Tbh Rettig;48,98;;;;
V;416106;;;PURMO RADIATORER Rettig I;48,98;;;;
V;416108;;;PURMO RADIATORER Rettig II;51,02;;;;
V;416110;;;Purmo Radiatorer Hygien Rettig;45,00;;;;
V;416112;;;Handdukstorkar Rettig;45,55;;;;
V;416114;;;Thermocon Konvektorer;34,40;;;;
V;416300;;;TP-rad.Tbh MMA;47,76;;;;
V;416500;;;Luftridå + Fläktvärm. MedTbh Frico;35,96;;;;
V;416600;;;Fläktluftvärm.-Konvektor-Luftridå Eveco;33,79;;;;
V;416710;;;Thermrad  Solar;63,27;;;;
V;416720;;;Kompact Plan Thermrad;72,58;;;;
V;416725;;;Kompakt 8 Thermrad;74,19;;;;
V;416728;;;Kompakt 8 flat Thermrad;74,19;;;;
V;416735;;;Vertikal Thermrad;74,19;;;;
V;416740;;;Tillbehör Thermrad;74,19;;;;
V;416745;;;Handdukstork Thermrad;74,19;;;;
V;416750;;;Kompakt 6 flat Thermrad;73,40;;;;
V;416785;;;Konsoler Thermrad;51,02;;;;
V;416790;;;Reservdelar Thermrad;69,89;;;;
V;416994;;;Solar Netto;50,00;;;;
V;416995;;;Solar Plus;60,00;;;;
V;416997;;;Anskaffningsmateriel AVC;30,00;;;;
V;417102;;;Utjämningskärl NIBE;12,24;;;;
V;417200;;;Ackumulatortankar Bentone-CTC Enertech;18,37;;;;
V;417400;;;Elberedare Metro;23,47;;;;
V;417402;;;Elpatroner m.Tbh Metro;37,04;;;;
V;417404;;;Elberedare Focus Metro;23,47;;;;
V;417500;;;Ack.Tankar VB;10,20;;;;
V;417502;;;Ack.TankarTbh. VB;33,87;;;;
V;417700;;;Ack.Tankar Strömspannan;26,53;;;;
V;417900;;;Elpatroner och Tbh Relek;38,10;;;;
V;417901;;;Laddkoppel m.Tbh Termoventiler X;26,59;;;;
V;417902;;;Laddkoppel m.Tbh Termoventiler;25,47;;;;
V;417904;;;OljeeldningsTbh Termoventiler;43,47;;;;
V;417994;;;Solar Netto;50,00;;;;
V;417995;;;Solar Plus;60,00;;;;
V;417997;;;Anskaffningsmateriel AVC;30,00;;;;
V;418100;;;Duschkabiner,Väggar Ifö;30,61;;;;
V;418102;;;Badkar Ifö;27,10;;;;
V;418104;;;Reservelar möbler, dusch, badkar Ifö;48,35;;;;
V;418110;;;Showeramar Art Ifö;37,63;;;;
V;418115;;;Showerama Ifö;35,48;;;;
V;418200;;;Badkar Gbg Vvs;22,07;;;;
V;418202;;;Badkarsreservdelar Gbg Vvs;48,19;;;;
V;418300;;;Duschkabiner,Väggar Ido;26,53;;;;
V;418500;;;Duschväggar Svedberg;27,14;;;;
V;418600;;;Duschlist LK Konsult;40,55;;;;
V;418650;;;Duschväggar Arrow;30,61;;;;
V;418700;;;Reservdelar Kar Faluplast;46,36;;;;
V;418890;;;Blue Label Badkar;35,00;;;;
V;418994;;;Solar Netto;50,00;;;;
V;418995;;;Solar Plus;60,00;;;;
V;418997;;;Anskaffningsmateriel AVC;30,00;;;;
V;419100;;;Tvättställ o Pelare Ifö;27,55;;;;
V;419101;;;Tvättställ Spira IFÖ;31,28;;;;
V;419102;;;Tvättställ Rostfritt Contura;32,40;;;;
V;419110;;;Vinta Art Tvättställ Ifö;38,71;;;;
V;419115;;;Vinta Tvättställ Ifö;38,71;;;;
V;419120;;;Elegant Tvättställ Ifö;37,63;;;;
V;419125;;;Pala Tvättställ I;38,71;;;;
V;419200;;;Tvättställ Gbg Nautic;26,61;;;;
V;419201;;;Tvättställ övrigt Gbg;33,87;;;;
V;419202;;;Tvättställ o Pelare Gbg Vvs;25,67;;;;
V;419350;;;Tvättställ Grohe;39,80;;;;
V;419500;;;Sanitet Rostfritt Jafo;30,98;;;;
V;419550;;;Solar Plus Tvättställ I Laufen;40,00;;;;
V;419551;;;Solar Plus Tvättställ II Laufen;40,00;;;;
V;419552;;;Tvättställ övriga Laufen;33,87;;;;
V;419600;;;Tvättställ Rostfritt Purus;27,05;;;;
V;419700;;;Tvättrännor och Tvättställ Rfr Intra;31,24;;;;
V;419800;;;Tvättställs Paket;28,57;;;;
V;419890;;;Blue Label tvättställ Vit;35,00;;;;
V;419891;;;Blue Label tvättställ Färg;35,00;;;;
V;419994;;;Solar Netto;50,00;;;;
V;419995;;;Solar Plus;60,00;;;;
V;419997;;;Anskaffningsmateriel AVC;30,00;;;;
V;420099;;;WC Spira IFÖ X;30,23;;;;
V;420100;;;Wc-Stolar Std Ifö I;37,76;;;;
V;420101;;;WC Spira IFÖ I;37,53;;;;
V;420102;;;Wc-Stolar Ifö II;32,65;;;;
V;420103;;;WC Spira IFÖ II;29,17;;;;
V;420104;;;Wc-Stolar Ifö III;32,65;;;;
V;420106;;;Wc-Skålar Ifö;25,51;;;;
V;420108;;;Wc-Sits Ifö;35,55;;;;
V;420110;;;Tbh  Wc IFÖ;49,34;;;;
V;420112;;;Fresh Wc;46,21;;;;
V;420114;;;Urinal Ifö;26,53;;;;
V;420118;;;Reservd Porslin Prewall V-lås Contura;48,66;;;;
V;420130;;;Care Geberit;41,84;;;;
V;420150;;;Vinta Art WC Ifö;37,63;;;;
V;420155;;;Vinta WC Ifö;39,78;;;;
V;420157;;;Vinta WC vägg Ifö;39,78;;;;
V;420160;;;Silia WC Ifö;39,78;;;;
V;420165;;;Pala WC Ifö;39,78;;;;
V;420170;;;Pala & Vinta Sitsar Ifö;37,63;;;;
V;420201;;;WC-stolar HF Standard GBG;43,06;;;;
V;420202;;;Wc-Stolar Nautic Gbg Vvs;23,47;;;;
V;420203;;;WC-stolar HF Övriga GBG;41,84;;;;
V;420204;;;Wc-Stolar GbgVvs;24,84;;;;
V;420205;;;Wc-Stolar övrigt Gbg;28,65;;;;
V;420206;;;Wc-Reservdelar Gbg Vvs;48,17;;;;
V;420208;;;Wc-Sits Reservdel Gbg Vvs;35,82;;;;
V;420210;;;Wc-SitsTbh Gbg Vvs;37,68;;;;
V;420212;;;Wc-Tbh Gbg  Gbg Vvs;47,98;;;;
V;420304;;;Wc-Sits Ido;23,33;;;;
V;420306;;;Wc-Reservdelar Ido;48,22;;;;
V;420350;;;Wc Grohe;39,80;;;;
V;420550;;;Solar Plus WC I Laufen;40,00;;;;
V;420551;;;Solar Plus WC II Laufen;40,00;;;;
V;420552;;;Solar Plus WC III Laufen;40,00;;;;
V;420553;;;WC övriga Laufen;33,87;;;;
V;420600;;;Mulltoa Swedish Eco.;22,05;;;;
V;420700;;;Reservdelar Wc-Stol Tubman;46,47;;;;
V;420800;;;Reservdelar Wc-Stol Jafo;53,70;;;;
V;420890;;;Blue Label WC Vit;35,00;;;;
V;420891;;;Blue Label WC Färg;35,00;;;;
V;420900;;;Reservdelar Wc-Stol Ezze;48,63;;;;
V;420950;;;Installationspaket 1 Vvs;37,63;;;;
V;420952;;;Installationspaket 2 Vvs;46,24;;;;
V;420994;;;Solar Netto;50,00;;;;
V;420995;;;Solar Plus;60,00;;;;
V;420997;;;Anskaffningsmateriel AVC;30,00;;;;
V;421100;;;Tvättbänkar Contura;28,20;;;;
V;421102;;;Disk- o Tvättbänkar Contura;29,77;;;;
V;421104;;;Utslagstrattar Contura;23,47;;;;
V;421200;;;Tvättbänkar Nimo;30,61;;;;
V;421210;;;Torkskåp NIMO;24,49;;;;
V;421300;;;Diskbänkar O Rostfritt Intra;27,81;;;;
V;421304;;;Intra Utslagsback Rfr Intra;36,41;;;;
V;421306;;;Avfallskvarn Intra;26,35;;;;
V;421400;;;Utslagsbackar Jafo;31,44;;;;
V;421500;;;Underlägg Tollco;54,07;;;;
V;421600;;;Vattensäkring Vatek;35,71;;;;
V;421802;;;Diskbänkar II Franke;38,78;;;;
V;421805;;;Diskbänkstillbehör Franke;38,78;;;;
V;421807;;;Diskbänkstillbehör II Franke;38,78;;;;
V;421810;;;Tvättlåda Franke;28,57;;;;
V;421852;;;Inbyggnadssortiment Stala;33,67;;;;
V;421854;;;Källsortering, tillbehör Stala Oy;33,67;;;;
V;421994;;;Solar Netto;50,00;;;;
V;421995;;;Solar Plus;60,00;;;;
V;421997;;;Anskaffningsmateriel AVC;30,00;;;;
V;422100;;;Premont Ifö;30,77;;;;
V;422102;;;Vattenlås Contura;51,04;;;;
V;422104;;;Tbh Tvätt Ställ Ifö;46,20;;;;
V;422200;;;TriomontGbg Vvs;30,20;;;;
V;422202;;;Tbh Tv.Ställ Gbg Vvs;44,46;;;;
V;422300;;;Inbyggnadssystem Ido;27,21;;;;
V;422400;;;Vattenlås Faluplast;50,15;;;;
V;422402;;;Vattenlås Standard Faluplast;51,35;;;;
V;422404;;;Vattenlås Flexi Faluplast;50,07;;;;
V;422500;;;Fixtur universal 30-serien Rebase;46,03;;;;
V;422502;;;Wc-fixtur 20-serien Rebase;45,04;;;;
V;422504;;;Vägghylla, armstöd 10-serien Rebase;40,70;;;;
V;422506;;;Avloppansl, väggbrickor 40-50-ser Rebase;41,67;;;;
V;422508;;;Avsloppsanslutningar Rebase;47,11;;;;
V;422600;;;Vattenlås Purus I;46,98;;;;
V;422602;;;Vattenlås Purus II;47,29;;;;
V;422604;;;Slang Purus;55,78;;;;
V;422700;;;Fixtursystem Geberit;47,70;;;;
V;422701;;;Fixtursystem Geberit X;48,48;;;;
V;422800;;;Fixtursystem Grohe;48,11;;;;
V;422801;;;Fixtursystem II Grohe;41,94;;;;
V;422820;;;Vattenlås Franke;34,69;;;;
V;422900;;;Vattenlås Jafo;54,49;;;;
V;422906;;;Tbh Tv.Ställ Konsoler Öringe;41,97;;;;
V;422908;;;Tbh Tv.Ställ Etac;45,05;;;;
V;422994;;;Solar Netto;50,00;;;;
V;422995;;;Solar Plus;60,00;;;;
V;422997;;;Anskaffningsmateriel AVC;30,00;;;;
V;423100;;;Blandare FMM Ostnor I;33,78;;;;
V;423102;;;Blandare FMM Ostnor II;37,76;;;;
V;423104;;;Blandare Design FMM Ostnor;35,71;;;;
V;423106;;;Blandare Mora Ostnor I;37,86;;;;
V;423108;;;Blandare Mora Ostnor II;37,76;;;;
V;423110;;;Blandare Design Mora Ostnor I;39,11;;;;
V;423112;;;Blandare Design Mora Ostnor II;32,65;;;;
V;423113;;;Mora INXX II FMM;29,03;;;;
V;423114;;;Blandare Tvågrepp Ostnor;29,30;;;;
V;423116;;;Blandare FMM Montering Ostnor;28,15;;;;
V;423118;;;Blandare Mora Montering Ostnor;38,76;;;;
V;423122;;;Ettgrepp Viskan FMM;36,73;;;;
V;423124;;;Thermostat Viskan FMM;36,73;;;;
V;423126;;;Blandare Runn FMM;28,57;;;;
V;423140;;;Blandare 9000EX I FMM;37,63;;;;
V;423142;;;Blandare 9000EX II FMM;35,48;;;;
V;423160;;;Blandare MMIX2 I  FM Mattson;37,63;;;;
V;423162;;;Blandare MMIX2 II FM Mattson;37,63;;;;
V;423166;;;Blandare lynx II FMM;38,71;;;;
V;423200;;;Blandare Va Gbg Vvs I;33,67;;;;
V;423202;;;Blandare Va Gbg Vvs II;33,67;;;;
V;423210;;;Blandare Atlantic Villeroy & Boch;25,51;;;;
V;423304;;;Blandare ORAS 1a;38,78;;;;
V;423306;;;BLANDARE 2A ORAS;42,86;;;;
V;423404;;;Blandare HG Hansgrohe;37,76;;;;
V;423406;;;Blandare AX Hangrohe;37,76;;;;
V;423500;;;Blandare Grohe;35,71;;;;
V;423530;;;Quickfix Trade Grohe;38,71;;;;
V;423650;;;Blandare Tapwell;28,57;;;;
V;423700;;;Reservdelar Blandar Damixa;44,90;;;;
V;423710;;;Blandare Damixa FM Mattsson Mora Group;30,61;;;;
V;423890;;;Blue Label Blandare Krom;35,00;;;;
V;423891;;;Blue Label Blandare Färg;35,00;;;;
V;423990;;;Solar Plus Duschkomb;60,00;;;;
V;423994;;;Solar Netto;50,00;;;;
V;423995;;;Solar Plus;60,00;;;;
V;423997;;;Anskaffningsmateriel AVC;30,00;;;;
V;424100;;;Duschar MedTbh Ostnor I;44,17;;;;
V;424102;;;Duschar MedTbh Ostnor II;42,43;;;;
V;424103;;;Duschutrustning Runn FMM;28,57;;;;
V;424105;;;Duschutrustning Viskan FMM;36,73;;;;
V;424106;;;Reservdelar Blandare FMM Ostnor I;50,43;;;;
V;424108;;;Reservdelar Blandare FMM Ostnor II;49,74;;;;
V;424110;;;Reservdelar Blandare FMM Ostnor III;49,55;;;;
V;424112;;;Reservdelar Blandare Design FMM Ostnor;30,31;;;;
V;424114;;;Utloppspip FMM Ostnor;44,13;;;;
V;424116;;;Reservdelar Blandare Mora Ostnor I;49,91;;;;
V;424118;;;Reservdelar Blandare Mora Ostnor II;49,86;;;;
V;424120;;;Vattenutkastare FMM Ostnor;50,14;;;;
V;424121;;;Vattenutkastare Std FMM Ostnor;47,85;;;;
V;424122;;;Vattenutkastare Mora Ostnor;48,56;;;;
V;424124;;;VattenutkastareTbh Ostnor;45,40;;;;
V;424126;;;Tappventiler FMM Ostnor;48,26;;;;
V;424128;;;Tappventiler Mora Ostnor;48,57;;;;
V;424130;;;SanitetsarmaturTbh Mora Ostnor;44,90;;;;
V;424132;;;BottenventilTbh Ostnor;44,24;;;;
V;424134;;;Konkopplingssystem FMM Ostnor;44,78;;;;
V;424136;;;Sanitetsarm. Ansl. Koppl FMM Ostnor;44,01;;;;
V;424138;;;Sanitetsarm. Ansl. Koppl Mora Ostnor;44,28;;;;
V;424139;;;Sanitetsarm. Ansl. Koppl Inxx II Mora;26,88;;;;
V;424140;;;Konkopplingssystem Mora Ostnor;43,76;;;;
V;424142;;;Kopplingar o Nipplar Ostnor I;50,55;;;;
V;424144;;;Kopplingar o Nipplar Ostnor II;48,00;;;;
V;424146;;;Kulventil FMM;45,09;;;;
V;424150;;;Blandarfäste, väggbrickor Mora/ FMM;29,78;;;;
V;424155;;;Reservdelar tbh Mora FMM;24,73;;;;
V;424170;;;Accessoarer Mora/ FMM;24,73;;;;
V;424200;;;Duschar MedTbh Gbg Vvs;39,63;;;;
V;424202;;;Duschar MedTbh Gbg Vvs I;37,65;;;;
V;424204;;;Blandarfäste/Väggbrickor Gbg Vvs;44,38;;;;
V;424206;;;Vattenutkastare VA Gbg Vvs;48,98;;;;
V;424207;;;Vattenutkastare Std Gbg;44,62;;;;
V;424208;;;VattenutkastareTbh Gbg Vvs;44,52;;;;
V;424210;;;Tappventiler Gbg Vvs;48,27;;;;
V;424211;;;Vatette Installationspr. Gbg Vvs X;48,51;;;;
V;424212;;;Vatette Installationsprodukter Gbg Vvs;47,73;;;;
V;424214;;;Sanitetsarmatur Ansl. Koppl. Gbg Vvs;42,71;;;;
V;424216;;;Bottenventil Gbg Vvs;43,80;;;;
V;424218;;;Reservdelar Blandare Va Gbg Vvs;48,78;;;;
V;424220;;;Utloppspip Gbg Vvs I;43,72;;;;
V;424222;;;Utloppspip Gbg Vvs II;48,76;;;;
V;424223;;;Kulventil Vårgårda Gbg Vvs X;47,04;;;;
V;424224;;;Kulventil Vårgårda Gbg Vvs;46,23;;;;
V;424300;;;Duschar MedTbh Oras;37,50;;;;
V;424302;;;Electra Duschpanel Oras;33,56;;;;
V;424304;;;Väggfäste Oras;43,09;;;;
V;424306;;;Vattenutkastare Oras;41,10;;;;
V;424308;;;VattenutkastareTbh Oras;44,68;;;;
V;424310;;;Tappventiler Oras;45,64;;;;
V;424312;;;Sanitetsarmatur Tbh Oras;43,58;;;;
V;424314;;;Reservdelar Blandare Oras;46,60;;;;
V;424404;;;Reservdelar Blandar Hansgrohe;42,06;;;;
V;424500;;;Duschar MedTbh Grohe;41,70;;;;
V;424502;;;Reservdelar Blandar/Tbh Grohe;43,51;;;;
V;424600;;;Ansl.Slang Beulco;51,68;;;;
V;424601;;;Packning Ansl.Slang Beulco;41,94;;;;
V;424603;;;Ansl.Slang Beulco X;52,40;;;;
V;424650;;;Dusch övrigt Tapwell;28,57;;;;
V;424660;;;Flödesbegränsre Divello;31,18;;;;
V;424700;;;Blandarfäste Trio I;40,83;;;;
V;424702;;;Blandarfäste Trio II;40,67;;;;
V;424706;;;Sanitetsarmatur Trio I;39,80;;;;
V;424708;;;Sanitetsarmatur Trio II;46,22;;;;
V;424714;;;Kopplingar O Nipplar Trio I;50,09;;;;
V;424716;;;Kopplingar O Nipplar Trio II;55,94;;;;
V;424718;;;Kopplingar O Nipplar Trio III;51,46;;;;
V;424720;;;Tappventiler Trio I;48,28;;;;
V;424728;;;VattenutkastareTbh Trio;39,58;;;;
V;424730;;;Bottenventiler Trio I;40,50;;;;
V;424734;;;Väggbricka Trio;40,56;;;;
V;424736;;;Täck O Väggbricka Trio;43,68;;;;
V;424738;;;Reservdelar Blandar Trio;48,38;;;;
V;424740;;;Utloppspip Tbh Trio;46,27;;;;
V;424800;;;Sanitetsarmatur Fästmateriel Ezze;45,94;;;;
V;424802;;;Sanitetsarmatur Fästmateriel Ezze I;51,39;;;;
V;424804;;;Sanitetsarmatur Fästmateriel Ezze II;38,93;;;;
V;424806;;;Sanitetsarmatur Fästmateriel Ezze III;37,00;;;;
V;424890;;;Blue Label Duschset;35,00;;;;
V;424891;;;Blue Label Tillbehör;35,00;;;;
V;424900;;;Duschar MedTbh Arrow;36,46;;;;
V;424902;;;Sanitetsarmatur Ansl. Koppl. Arrow;57,57;;;;
V;424904;;;Sanitetsarmatur Vvs Agenturer;36,56;;;;
V;424906;;;SanitetsarmaturTbh Purus I;31,01;;;;
V;424908;;;SanitetsarmaturTbh Purus II;42,54;;;;
V;424912;;;Kulventil Ballofix Broen;47,60;;;;
V;424914;;;Kulventil Vsh Broen;49,38;;;;
V;424916;;;Avloppsventiler Kope;48,37;;;;
V;424926;;;Diskmedelsdispenser JAFO;37,16;;;;
V;424928;;;Reservdelar O-Ringar Lundgrens;45,61;;;;
V;424994;;;Solar Netto;50,00;;;;
V;424995;;;Solar Plus;60,00;;;;
V;424997;;;Anskaffningsmateriel AVC;30,00;;;;
V;425100;;;Badrumsmöbler Ifö;28,57;;;;
V;425102;;;Badrumsmöbler Spira IFÖ;29,19;;;;
V;425105;;;Badrums tbh InxxII Mora FMM;22,58;;;;
V;425110;;;Silia Möbel Ifö;39,78;;;;
V;425111;;;Vinta Möbler Ifö;39,78;;;;
V;425112;;;Vinta Art Möbler Ifö;39,78;;;;
V;425113;;;Elegant Möbel;39,78;;;;
V;425114;;;Reflect Ifö;38,71;;;;
V;425200;;;Badrumsmöbler Gustavsberg;25,03;;;;
V;425400;;;Handdukstorkar Ostnor;27,31;;;;
V;425540;;;Badmöbler Noro;56,45;;;;
V;425600;;;Handdukstorkar Svedbergs I;26,17;;;;
V;425602;;;Handdukstorkar Svedbergs II;23,47;;;;
V;425604;;;Badrumsmöbler Svedberg I;19,66;;;;
V;425650;;;Solar Plus Möbler Laufen;33,33;;;;
V;425652;;;Möbler II Laufen;33,87;;;;
V;425750;;;Handdukstorkar Virab I;41,84;;;;
V;425800;;;BadrumsTbh Grohe;33,67;;;;
V;425900;;;Tbh Tv.Ställ Isaksson;42,74;;;;
V;425994;;;Solar Netto;50,00;;;;
V;425995;;;Solar Plus;60,00;;;;
V;425997;;;Anskaffningsmateriel AVC;30,00;;;;
V;426994;;;Solar Netto;50,00;;;;
V;426995;;;Solar Plus;60,00;;;;
V;426997;;;Anskaffningsmateriel AVC;30,00;;;;
V;427100;;;Omfyllnadssatser Brenntag;55,69;;;;
V;427108;;;Patronfilter Debe;45,92;;;;
V;427122;;;Vattenfilter Debe;45,92;;;;
V;427994;;;Solar Netto;50,00;;;;
V;427997;;;Anskaffningsmateriel AVC;30,00;;;;
V;499994;;;Solar Netto;50,00;;;;
V;499997;;;Anskaffningsmateriel AVC;30,00;;;;
V;501010;;;Actuators I SMC;33,67;;;;
V;501030;;;Actuators III SMC;9,00;;;;
V;501060;;;Airline Equipm II SMC;30,92;;;;
V;501100;;;Control Vavles I SMC;23,98;;;;
V;501120;;;Control Vavles III SMC;23,98;;;;
V;501160;;;Fitting and Tubing I SMC;33,67;;;;
V;501230;;;Sensors and Switches I SMC;33,67;;;;
V;501240;;;Sensors and Switches II SMC;28,57;;;;
V;501260;;;Static Control II SMC;28,57;;;;
V;501300;;;Vacuum Products III SMC;20,98;;;;
V;501330;;;Other Pneumatics I SMC;20,98;;;;
V;501350;;;Other Pneumatics III SMC;23,98;;;;
V;501994;;;Solar Netto;50,00;;;;
V;502230;;;Kedjehjul;2,00;;;;
V;502232;;;Industri transmissionskedja;36,25;;;;
V;502235;;;Rostfria transmissionskedjor;33,44;;;;
V;502260;;;Enkeltätning typ CB;31,44;;;;
V;502994;;;Solar Netto;50,00;;;;
V;503261;;;Tätningsring för olja;52,46;;;;
V;503263;;;O-Ring typ OR;65,55;;;;
V;503994;;;Solar Netto;50,00;;;;
V;504050;;;Svetsbeslag Syrafast AISI316;58,37;;;;
V;504051;;;Trådbeslag Rost & Syrafast;47,26;;;;
V;504058;;;Nippelrör och svetsnipplar RG och SF;46,16;;;;
V;504059;;;Svetsbeslag, för livsmedel;40,88;;;;
V;504065;;;Flänsar Rost & Syrafasta;75,43;;;;
V;504089;;;Rostfri kulventil 2-vägs;48,59;;;;
V;504090;;;Backventil Rostfri/Syrafast;44,84;;;;
V;504994;;;Solar Netto;50,00;;;;
V;505123;;;Svampgummi;74,69;;;;
V;505124;;;Slangklämma;81,70;;;;
V;505126;;;LÅSERING DIN 472 ROSTFRI A2;83,66;;;;
V;505994;;;Solar Netto;50,00;;;;
V;506105;;;ILT eller Gasslang;72,89;;;;
V;506106;;;PVC-slang med inlägg;81,44;;;;
V;506113;;;PVC Sug/Tryckslang;80,75;;;;
V;506116;;;Gummislang 1" -8;71,23;;;;
V;506117;;;PVC Oljeslang;83,46;;;;
V;506119;;;Vattenslang PVC;63,59;;;;
V;506120;;;Vattenslang Gummi;81,76;;;;
V;506121;;;Spolslang;74,71;;;;
V;506127;;;Brandslang;77,04;;;;
V;506128;;;Slang PUR;78,17;;;;
V;506132;;;Varmluftsslang;82,80;;;;
V;506138;;;Gummislang CODAN;81,87;;;;
V;506150;;;PVC sug och tryckslang;78,87;;;;
V;506151;;;Gummislang;73,42;;;;
V;506200;;;Klokopplingar för slang;46,24;;;;
V;506201;;;Tykoflex kopplingar;62,01;;;;
V;506204;;;TW kopplingar;76,63;;;;
V;506205;;;Kopplingar CAM;49,80;;;;
V;506207;;;Kopplingar STORZ;40,84;;;;
V;506208;;;Kopplingar BAUER;49,12;;;;
V;506209;;;Kopplingar PERROT;17,94;;;;
V;506210;;;Gängtapp och förskruvningar;48,66;;;;
V;506994;;;Solar Netto;50,00;;;;
V;507155;;;Diverse LYN kopplingar;43,14;;;;
V;507994;;;Solar Netto;50,00;;;;
V;508166;;;Poleuretanrör;2,00;;;;
V;508168;;;Stålklämring SL;47,16;;;;
V;508169;;;Gummiklammer;50,36;;;;
V;508172;;;Öreclips;54,71;;;;
V;508174;;;Slangrulle CEJN;61,50;;;;
